max_temp,min_temp,mean_temp,global_radiation,pressure,cloud_cover,sunshine
22.279,4.9910000000000005,13.635,106.8,103088.9,3.0,11.4
0.147,-27.027,-13.440000000000001,52.0,98598.8,3.0,10.2
22.682,9.07,15.876,114.4,101017.0,1.0,11.3
7.771,-6.856999999999999,0.4570000000000003,81.2,102017.1,4.0,12.3
10.571,-3.415,3.578,84.4,102795.7,4.0,12.2
8.254,-2.4669999999999996,2.8935,93.6,104857.6,6.0,13.2
23.935,14.972,19.4535,169.4,109144.7,5.0,15.3
-11.915,-36.735,-24.325,52.1,96732.0,3.0,8.8
9.786,3.3200000000000003,6.553,71.1,100965.2,6.0,11.2
5.983,-8.53,-1.2734999999999999,61.4,99434.3,7.0,10.8
12.027,-14.495999999999999,-1.2344999999999997,63.6,101632.6,6.0,10.0
8.967,-14.685,-2.859,68.8,99756.1,6.0,11.1
17.71,-10.455,3.6275000000000004,73.5,102471.6,3.0,9.5
13.08,-12.838000000000001,0.12099999999999955,106.9,101608.2,6.0,13.4
-30.073,-58.078,-44.075500000000005,100.7,97772.0,3.0,6.7
17.316,-4.779,6.2684999999999995,70.2,105424.1,2.0,9.4
10.199,-3.451,3.3739999999999997,50.3,102253.8,6.0,9.0
27.691,15.366,21.5285,192.1,106698.8,1.0,15.7
4.735,-10.517000000000001,-2.8910000000000005,97.3,99851.1,2.0,13.8
47.557,27.743,37.65,260.9,101088.0,4.0,11.8
16.643,2.347,9.495000000000001,79.0,98505.3,6.0,10.5
15.99,-12.416,1.787,118.9,100080.6,7.0,13.9
5.441,-10.664,-2.6115,100.5,101201.7,6.0,14.0
1.465,-21.531,-10.033,52.2,102058.2,5.0,10.2
23.935,9.803999999999998,16.8695,145.8,107041.2,6.0,13.8
9.098,1.9580000000000002,5.5280000000000005,57.1,100613.8,4.0,10.0
8.088,-3.7249999999999996,2.1814999999999998,45.0,101749.3,2.0,8.8
-0.736,-21.104999999999997,-10.920499999999999,46.1,103917.0,4.0,9.6
5.029,-13.376000000000001,-4.173500000000001,57.2,98789.2,7.0,10.5
-2.718,-14.402,-8.559999999999999,94.5,105150.4,5.0,13.7
10.823,-7.274,1.7745000000000002,87.4,100113.6,2.0,12.4
-2.626,-25.206,-13.916,51.7,102827.0,4.0,10.1
-2.996,-23.762999999999998,-13.379499999999998,32.9,102657.7,5.0,8.0
18.23,-3.911999999999999,7.159000000000001,110.7,103561.6,5.0,12.6
12.582,8.619,10.6005,95.1,107091.6,1.0,12.6
20.091,1.1199999999999999,10.605500000000001,88.7,103401.3,6.0,9.9
9.591,-4.586,2.5024999999999995,76.8,100372.9,5.0,11.7
10.838,-12.326,-0.7440000000000007,63.5,97753.0,7.0,10.2
-7.555,-32.714,-20.1345,43.0,103945.1,2.0,8.7
5.727,-25.361,-9.817,47.1,100271.8,2.0,9.4
8.025,-12.987,-2.481,48.4,105156.4,1.0,9.2
9.573,-5.563000000000001,2.005,48.3,98567.6,7.0,9.0
0.052,-31.131999999999998,-15.54,29.6,98061.0,5.0,7.7
5.744,-2.3489999999999998,1.6975,65.5,102169.9,2.0,11.2
8.964,-1.3909999999999998,3.7865,56.8,101076.9,5.0,10.0
15.309,3.179,9.244,96.5,104105.7,4.0,12.1
21.183,13.911,17.547,159.3,102456.4,7.0,15.3
9.557,-1.556,4.000500000000001,64.2,98432.7,3.0,10.6
1.738,-13.31,-5.7860000000000005,82.2,103261.7,6.0,12.8
-9.847,-32.899,-21.373,40.1,99682.3,6.0,8.0
26.016,21.541999999999998,23.778999999999996,145.1,99927.1,3.0,12.8
27.343,15.467,21.405,147.4,100876.3,4.0,12.7
9.563,-17.842,-4.139499999999999,74.3,99228.7,4.0,11.5
28.437,21.364,24.9005,200.9,103344.1,5.0,16.1
9.277,-7.689,0.7939999999999996,63.9,98108.0,4.0,10.6
-4.228,-33.348,-18.788,83.6,103082.0,2.0,12.8
-0.313,-20.868,-10.590499999999999,49.0,99650.5,5.0,9.9
8.555,2.358,5.4565,110.9,105969.9,0.0,14.4
3.95,-16.189,-6.1195,85.8,102273.8,2.0,13.0
12.721,-12.379000000000001,0.17099999999999937,76.9,98273.7,5.0,11.1
4.291,-8.974,-2.3415,53.6,102992.0,4.0,10.2
13.98,-6.12,3.93,63.6,99107.4,2.0,9.5
4.669,-11.896999999999998,-3.6139999999999994,101.3,105030.4,4.0,14.1
13.375,-2.735,5.32,114.1,107930.6,5.0,13.9
20.607,-5.755,7.426,136.3,102477.7,2.0,14.2
-5.668,-20.922,-13.295,38.8,101812.8,7.0,8.5
9.089,-6.5089999999999995,1.2900000000000005,75.1,99918.1,2.0,11.6
2.958,-12.689,-4.8655,78.9,103282.4,4.0,12.5
-4.177,-16.716,-10.4465,69.0,105595.2,2.0,11.6
-4.79,-24.306,-14.548,53.2,98365.9,1.0,10.1
5.113,-21.284,-8.0855,40.9,99207.8,3.0,8.8
26.013,14.985,20.499000000000002,121.8,98949.1,5.0,11.0
9.012,-18.75,-4.869,50.3,97572.5,7.0,9.3
4.498,-22.47,-8.985999999999999,93.1,104745.8,4.0,13.5
1.548,-23.907,-11.1795,73.4,103094.7,4.0,12.1
16.779,15.809000000000001,16.294,85.1,103676.7,2.0,10.7
43.854,35.496,39.675,260.7,106982.2,5.0,13.4
9.511,4.276,6.8934999999999995,53.2,99013.4,3.0,9.4
3.172,-0.4880000000000013,1.3419999999999994,60.3,98822.3,7.0,10.9
10.078,-7.123,1.4774999999999996,96.5,104079.5,3.0,13.2
-7.725,-25.126,-19.288,50.5,101204.8,5.0,9.5
12.481,0.903,6.692,104.4,107371.1,5.0,13.4
11.448,5.336,8.392,66.1,97895.9,3.0,10.5
1.427,-15.222,-6.8975,67.5,103291.0,4.0,11.6
16.71,-4.284000000000001,6.213,99.9,104565.8,2.0,12.0
20.911,6.643,13.777000000000001,149.5,105428.9,6.0,15.0
36.456,32.658,34.557,249.5,100957.5,5.0,15.3
12.535,-2.3529999999999998,5.091,103.3,106145.1,0.0,13.3
9.542,-19.796,-5.127,94.8,102691.7,5.0,13.2
6.625,-9.988999999999999,-1.6819999999999995,51.8,103575.1,6.0,9.8
7.613,-5.789,0.9120000000000004,73.3,102808.0,2.0,11.7
-7.56,-6.414,-6.987,50.2,105128.9,3.0,9.5
13.571,8.876000000000001,11.223500000000001,74.5,99426.4,2.0,10.7
36.774,13.189999999999998,24.982,163.4,103717.6,5.0,9.9
17.319,-1.8080000000000007,7.7555,113.4,100609.6,5.0,13.1
21.286,2.058,11.672,99.5,106301.3,2.0,10.7
12.685,0.8289999999999997,6.757,93.5,100892.4,5.0,12.5
26.086,1.685,13.885499999999999,116.8,97770.7,3.0,10.1
11.742,-20.259,-4.2585,53.4,97262.4,7.0,8.9
49.215,33.174,41.194500000000005,307.5,106591.6,2.0,11.5
16.323,-0.04300000000000015,8.14,108.5,106499.7,4.0,13.1
11.622,-17.29,-2.8339999999999996,60.9,103549.0,2.0,9.8
4.612,-5.107,-0.24750000000000005,78.9,106897.4,1.0,12.4
29.496,11.225,20.3605,182.7,102131.2,4.0,14.0
17.569,-1.8619999999999999,7.8534999999999995,101.1,102181.4,5.0,11.9
9.995,-4.288,2.8534999999999995,47.8,101157.1,2.0,8.8
26.501,20.238,23.369500000000002,179.0,106772.5,5.0,14.9
-9.2,-13.065,-11.1325,98.2,106971.3,3.0,13.5
-7.246,-14.600999999999999,-10.9235,38.0,103920.1,5.0,8.1
4.558,-12.565,-4.0035,91.7,106259.7,1.0,13.4
35.235,18.191,26.713,236.8,107794.8,2.0,15.2
40.023,20.959,30.491,234.4,104674.1,4.0,13.9
28.998,16.926000000000002,22.962000000000003,145.3,105885.0,6.0,11.5
15.437,5.244,10.340499999999999,81.6,100071.5,7.0,10.8
7.217,5.813000000000001,6.515000000000001,51.5,99850.3,3.0,9.7
8.959,-6.308999999999999,1.3250000000000002,107.2,108303.6,5.0,14.1
6.573,-14.84,-4.1335,93.6,101448.3,2.0,13.4
15.787,-8.14,3.8235,101.1,103841.5,3.0,12.5
21.876,7.49,14.683,104.5,100148.0,1.0,10.9
6.503,-0.26900000000000013,3.117,47.9,98386.2,5.0,9.4
5.406,-8.274,-1.4339999999999997,100.9,100020.0,3.0,14.0
11.574,-13.988,-1.2069999999999999,70.7,106235.8,1.0,10.9
17.331,-3.2359999999999998,7.047499999999999,108.0,103108.9,6.0,12.7
-2.27,-23.551000000000002,-12.9105,37.4,100101.1,5.0,8.6
0.922,-19.297,-9.1875,57.3,104988.8,5.0,10.7
9.814,5.096,7.455,93.6,106652.5,3.0,13.0
23.326,-5.332999999999999,8.996500000000001,151.0,105140.3,2.0,14.3
-7.752,-20.479,-14.115499999999999,51.5,104131.8,6.0,9.6
13.748,-14.686,-0.4690000000000003,102.0,103598.9,4.0,13.0
11.207,-4.880000000000001,3.1635,96.8,107496.9,1.0,13.0
10.925,-1.569,4.678000000000001,51.8,100189.2,1.0,9.0
28.473,18.847,23.66,151.5,101469.0,1.0,12.4
6.19,-6.417,-0.11349999999999971,66.1,101645.6,2.0,11.2
30.157,21.969,26.063000000000002,156.2,105443.3,2.0,12.3
13.371,6.558,9.964500000000001,65.2,100120.2,1.0,9.8
9.966,9.25,9.608,66.0,100650.7,5.0,10.7
-9.783,-17.252000000000002,-13.517500000000002,55.7,102851.4,4.0,9.7
25.002,6.302,15.652,158.3,102442.0,5.0,13.9
10.07,2.934,6.502000000000001,99.7,99937.3,5.0,13.5
-14.246,-19.032,-16.639,74.8,104700.5,3.0,10.7
13.219,-0.8460000000000001,6.1865,87.1,98837.7,4.0,11.8
0.611,-27.736,-13.5625,76.9,107050.1,2.0,12.4
-24.048,-42.736,-33.391999999999996,113.1,99711.0,5.0,10.6
-17.01,-36.223,-26.616500000000002,106.9,106914.0,4.0,12.7
2.083,-2.811000000000001,-0.3640000000000003,68.8,102227.1,2.0,11.7
10.121,0.7909999999999999,5.456,122.2,101338.8,5.0,15.0
-9.143,-22.279,-15.711,44.8,96867.4,5.0,8.7
25.91,23.107,24.508499999999998,189.3,105980.7,4.0,16.3
15.06,12.288,13.674,70.4,103925.1,1.0,9.8
6.826,-9.796000000000001,-1.4850000000000008,47.3,101877.1,3.0,9.3
14.859,-2.6449999999999996,6.107,84.2,102247.5,4.0,11.4
4.31,-23.372999999999998,-9.5315,73.9,105490.8,2.0,12.0
14.385,-10.354000000000001,2.0154999999999994,80.3,105934.7,4.0,11.2
9.833,5.356,7.5945,93.7,104099.9,5.0,13.0
19.176,0.5790000000000002,9.8775,78.6,103964.6,6.0,9.3
10.061,2.878,6.4695,108.3,105018.2,4.0,14.1
8.98,-5.484999999999999,1.7475000000000005,70.4,104497.4,3.0,11.2
10.266,-1.0230000000000001,4.6215,117.0,104824.1,3.0,14.6
7.957,-17.569,-4.805999999999999,57.0,100199.7,5.0,10.1
-2.889,-30.990000000000002,-16.939500000000002,31.2,99562.6,1.0,7.8
11.593,-14.008,-1.2074999999999996,88.6,102422.9,2.0,12.4
24.7,1.3979999999999997,13.049,148.2,104399.5,6.0,13.9
24.184,-3.5389999999999997,10.322500000000002,156.9,100835.4,3.0,14.4
-7.412,-24.615000000000002,-16.0135,87.8,100093.6,2.0,12.9
3.26,-5.288,-1.0140000000000002,47.0,100695.8,6.0,9.6
1.819,-15.373999999999999,-6.7775,91.4,103035.0,5.0,13.5
9.516,-9.49,0.0129999999999999,94.1,99649.2,1.0,13.1
25.438,0.08799999999999919,12.762999999999998,158.1,102653.5,4.0,14.1
14.969,-9.27,0.654,81.5,98417.1,7.0,11.2
10.434,9.74,10.087,109.9,105011.9,3.0,14.2
11.874,-11.809999999999999,0.03200000000000092,111.1,103876.3,4.0,14.0
-2.064,-31.358,-16.711,74.8,101651.4,7.0,12.2
33.696,5.324999999999999,19.5105,200.6,106712.2,5.0,14.2
4.58,-10.571,-2.9955,76.3,101260.1,1.0,12.2
9.95,-4.5520000000000005,2.6989999999999994,111.7,100433.8,4.0,14.3
1.532,3.4770000000000003,2.5045,92.7,101504.5,1.0,13.6
11.656,-7.417,2.1195000000000004,53.9,97919.6,2.0,9.2
38.048,29.725,33.8865,224.7,106316.8,4.0,14.0
12.49,-19.467,-3.4884999999999993,82.2,104907.4,6.0,11.6
9.852,4.465,7.1585,77.6,101908.3,6.0,11.7
38.272,21.779,30.0255,195.7,100872.0,4.0,10.9
1.359,-10.512,-4.5765,84.7,107562.4,1.0,13.0
2.57,-19.740000000000002,-8.585,94.5,107976.3,4.0,13.7
7.069,-19.826999999999998,-6.379,48.0,99286.6,3.0,9.3
26.418,8.181999999999999,17.299999999999997,114.9,98211.8,6.0,9.6
9.814,-10.834,-0.5099999999999998,49.8,97002.0,7.0,9.1
4.576,-22.865,-9.144499999999999,55.9,103252.2,3.0,10.4
0.389,-23.39,-11.5005,49.0,97614.8,3.0,9.9
12.492,-0.2809999999999997,6.105500000000001,81.6,105589.4,4.0,11.7
0.775,-30.175,-14.700000000000001,33.7,100693.9,1.0,8.2
30.893,31.436,31.1645,165.8,105643.0,2.0,12.2
15.293,-7.198,4.047499999999999,83.2,98526.0,4.0,11.2
16.732,1.5260000000000002,9.129,114.4,105707.3,4.0,13.4
11.778,9.394,10.586,77.8,100033.6,7.0,11.5
10.113,-3.771,3.171,69.0,105377.0,5.0,11.0
16.291,-15.354000000000001,0.4684999999999997,119.6,103328.0,2.0,13.7
15.852,5.154999999999999,10.503499999999999,113.5,101042.7,1.0,13.4
9.806,-16.697,-3.4455,88.1,100857.7,2.0,12.6
11.175,-10.591,0.2920000000000007,78.2,99712.1,2.0,11.5
10.87,10.168,10.518999999999998,128.8,107532.7,1.0,15.4
15.401,7.147,11.274000000000001,84.3,104618.8,2.0,11.3
8.465,-10.42,-0.9775,78.7,102840.2,5.0,12.0
0.684,-5.828,-2.572,65.0,98290.6,4.0,11.4
0.159,-20.657999999999998,-10.2495,62.7,102211.6,2.0,11.2
14.79,-12.315999999999999,1.237,111.1,102364.8,3.0,13.4
15.102,1.333,8.2175,79.9,104699.0,4.0,10.7
16.98,-8.361,4.3095,70.5,105512.0,5.0,9.5
1.733,-23.995,-11.131,36.4,103103.2,1.0,8.5
14.806,-10.960999999999999,1.9225000000000003,100.2,100785.8,6.0,12.7
5.979,-14.684000000000001,-4.352500000000001,49.6,104985.1,5.0,9.6
10.685,7.34,9.0125,58.3,102975.2,1.0,9.7
15.801,7.05,11.4255,79.4,104036.0,5.0,10.5
12.382,-5.095,3.6435,110.6,104465.5,4.0,13.9
5.381,-17.802999999999997,-6.2109999999999985,43.9,103672.6,5.0,9.1
37.285,8.275,22.779999999999998,186.3,98829.9,5.0,11.0
5.02,-16.821,-5.900500000000001,92.1,102442.9,2.0,13.4
17.498,-6.585999999999999,5.456000000000001,70.0,101555.1,3.0,9.2
10.066,10.269,10.1675,55.5,105600.7,1.0,9.7
21.577,1.1030000000000006,11.340000000000002,128.3,106441.4,6.0,13.3
7.576,-2.725,2.4254999999999995,72.9,105327.1,1.0,11.6
6.61,-14.514,-3.9519999999999995,90.9,102812.5,2.0,13.2
9.435,-10.181000000000001,-0.3730000000000002,59.9,105734.0,4.0,10.2
7.154,-10.434000000000001,-1.6400000000000006,80.4,106157.5,1.0,12.3
15.572,5.557,10.564499999999999,124.4,105177.1,3.0,14.2
27.901,1.5009999999999994,14.701,140.3,103352.7,2.0,11.5
13.613,5.8660000000000005,9.7395,129.3,107295.1,1.0,15.0
-8.514,-27.4,-17.957,48.3,101511.5,2.0,9.1
18.182,7.042,12.611999999999998,81.2,100169.5,6.0,10.1
4.419,-5.496,-0.5385000000000004,87.6,103560.7,5.0,13.1
0.272,-33.730999999999995,-16.729499999999998,57.3,100058.1,4.0,10.7
12.762,13.093,12.9275,125.3,102652.0,4.0,14.9
-8.868,-40.32,-24.594,50.0,104292.6,5.0,9.2
39.442,13.002999999999998,26.2225,212.8,106260.9,3.0,12.2
13.584,8.284,10.934000000000001,133.9,105535.7,1.0,15.3
13.67,-4.804,4.433,81.9,102230.5,6.0,11.4
17.828,8.459,13.1435,131.8,102044.5,6.0,14.2
25.819,-5.816,10.0015,111.3,99084.7,5.0,10.3
6.032,-4.326999999999999,0.8525000000000005,76.4,98785.4,3.0,12.1
15.074,2.208,8.641,125.5,103747.6,1.0,14.4
28.866,15.824,22.345,125.2,104139.1,4.0,10.0
-23.753,-24.455000000000002,-24.104,125.1,103680.0,1.0,12.2
9.008,-9.572,-0.28200000000000003,48.4,101768.5,2.0,9.0
-1.388,-18.976,-10.181999999999999,41.6,101104.8,3.0,9.1
3.064,-19.042,-7.989000000000001,93.4,100272.6,3.0,13.6
9.282,-2.896000000000001,3.1929999999999996,72.8,98493.1,5.0,11.4
28.775,4.036,16.4055,182.2,103271.6,4.0,14.2
27.946,16.177,22.061500000000002,129.8,105993.3,1.0,10.6
20.635,9.761,15.198,93.9,102702.5,1.0,10.6
11.857,-17.485,-2.814,69.0,105948.8,4.0,10.7
0.59,-28.374000000000002,-13.892000000000001,59.4,99710.4,4.0,10.9
16.719,-6.969,4.875,82.6,105757.3,2.0,10.8
8.409,-2.5809999999999995,2.9140000000000006,114.0,100560.4,4.0,14.7
-26.911,-37.217999999999996,-32.064499999999995,145.5,106511.7,5.0,12.2
19.686,-9.164,5.261,94.3,102206.7,6.0,10.8
19.706,-12.359,3.6734999999999998,98.8,105683.9,4.0,11.1
9.194,-13.349,-2.0774999999999997,90.6,103727.1,4.0,12.9
21.359,-0.9350000000000005,10.212,102.7,102925.4,4.0,11.3
9.955,-0.05899999999999972,4.948,69.9,103748.9,3.0,11.0
10.524,-3.4330000000000003,3.5454999999999997,56.5,102485.6,5.0,9.6
9.759,4.288,7.0235,92.3,105315.7,3.0,12.9
-0.876,-33.032,-16.953999999999997,49.1,99601.3,4.0,9.9
19.85,7.609999999999999,13.73,94.9,106495.1,2.0,10.8
11.276,-6.866,2.205,103.2,101393.5,4.0,13.5
11.777,-7.324,2.2264999999999997,75.8,102196.8,4.0,11.3
21.615,20.938000000000002,21.2765,133.8,100472.6,2.0,13.7
7.934,0.3959999999999999,4.165,107.6,107209.0,1.0,14.3
-9.342,-41.86,-25.601,68.3,104328.2,2.0,11.0
23.092,22.201999999999998,22.647,111.7,103476.2,1.0,11.2
47.287,24.602000000000004,35.944500000000005,281.8,107691.8,2.0,12.9
16.602,-0.29300000000000015,8.1545,89.8,105526.6,6.0,11.5
10.573,0.09600000000000009,5.3345,63.0,104307.0,2.0,10.3
28.102,9.427000000000001,18.7645,156.2,105964.3,6.0,12.6
10.205,0.4479999999999986,5.326499999999999,69.6,105336.7,2.0,10.9
-1.068,-28.517,-14.7925,62.8,103580.8,6.0,11.2
-7.98,-30.503,18.004,55.9,97429.0,7.0,10.0
1.571,-16.98,-7.7045,82.2,102454.3,6.0,12.8
5.957,-12.218,-3.1305,63.8,102989.8,2.0,11.0
3.442,-3.5809999999999995,-0.06949999999999967,61.6,100386.7,2.0,11.0
-2.634,-15.843,-9.2385,45.7,103556.7,6.0,9.5
-5.375,-14.729,-10.052,39.4,98107.2,3.0,8.6
7.737,0.13800000000000034,3.9375,46.3,102584.3,3.0,9.0
-10.839,-19.027,-14.933,70.5,104541.6,2.0,11.0
-5.632,-10.354,-7.992999999999999,88.9,104723.5,4.0,13.1
44.397,35.349,39.873,263.9,105475.2,5.0,14.1
5.447,-1.329,2.059,99.4,100763.9,2.0,13.9
-19.808,-39.147999999999996,-29.477999999999998,81.7,99748.8,3.0,9.9
27.172,14.641000000000002,20.9065,135.6,104460.2,6.0,11.5
9.35,-15.093,-2.8715,80.6,106382.0,0.0,12.1
13.078,-15.059,-0.9904999999999999,76.5,106397.4,2.0,11.0
9.141,-14.817,-2.838,45.4,103753.7,6.0,8.7
25.576,-3.0700000000000003,11.253,136.7,107130.7,4.0,12.6
3.187,-27.680999999999997,-12.246999999999998,56.0,100416.4,4.0,10.5
-18.562,-44.887,-31.7245,99.4,99491.1,6.0,11.6
12.645,39.131,25.887999999999998,117.8,100297.2,5.0,14.4
16.721,-15.831,0.4450000000000003,73.6,101128.2,2.0,9.6
18.348,10.989,14.6685,151.3,106554.9,6.0,15.6
-0.578,-6.734999999999999,-3.6565,78.2,102140.0,1.0,12.5
9.394,-8.629,0.3825000000000003,63.9,104397.0,1.0,10.5
0.825,-16.031,19.549,33.7,101306.6,2.0,8.2
13.664,4.042,8.853,79.8,105263.8,1.0,11.3
3.05,-21.235999999999997,-9.092999999999998,82.7,104224.6,5.0,12.8
10.05,-9.492,0.2789999999999999,103.8,104443.7,3.0,13.8
-9.01,-18.553,-13.781500000000001,77.6,105950.1,5.0,11.9
4.795,-21.557000000000002,-8.381,77.8,100246.1,1.0,12.3
-9.045,-33.598,-21.3215,35.8,101437.4,5.0,7.6
2.881,-5.457999999999999,-1.2884999999999998,77.6,105779.5,6.0,12.4
10.733,6.76,8.746500000000001,67.4,98047.2,3.0,10.7
0.527,-19.369,-9.421,84.5,100469.4,2.0,13.0
7.339,-24.844,-8.752500000000001,74.1,106321.8,1.0,11.8
11.313,-5.603,2.8550000000000004,87.3,106595.3,5.0,12.3
24.018,12.015,18.0165,137.8,104967.4,5.0,13.2
13.392,-4.469,4.461499999999999,72.0,104832.1,2.0,10.6
50.052,31.296000000000003,40.674,327.2,105412.7,2.0,15.0
11.676,5.279,8.4775,104.7,106355.5,3.0,13.6
-7.08,-21.177,-14.128499999999999,55.9,100341.2,2.0,10.1
15.085,-3.137,5.974,82.9,106638.6,1.0,11.3
30.529,23.465,26.997,148.9,104586.6,4.0,11.6
10.738,-0.26400000000000023,5.237,100.2,106485.6,5.0,13.4
-4.69,-27.536,-16.113,76.5,98953.9,2.0,12.2
7.78,-5.885,0.9475000000000002,60.1,98363.0,3.0,10.4
